 Total battles: 1280740
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Arcanine           | 39.36708% | 1008380 | 39.367% | 0      |  0.000% | 
 | 2    | Garchomp           | 35.24701% | 902845 | 35.247% | 0      |  0.000% | 
 | 3    | Tapu Koko          | 33.10125% | 847882 | 33.101% | 0      |  0.000% | 
 | 4    | Kartana            | 26.64315% | 682459 | 26.643% | 0      |  0.000% | 
 | 5    | Tapu Lele          | 24.97396% | 639703 | 24.974% | 0      |  0.000% | 
 | 6    | Muk-Alola          | 22.86057% | 585569 | 22.861% | 0      |  0.000% | 
 | 7    | Porygon2           | 21.33431% | 546474 | 21.334% | 0      |  0.000% | 
 | 8    | Celesteela         | 20.84002% | 533813 | 20.840% | 0      |  0.000% | 
 | 9    | Tapu Fini          | 20.54102% | 526154 | 20.541% | 0      |  0.000% | 
 | 10   | Marowak-Alola      | 19.44372% | 498047 | 19.444% | 0      |  0.000% | 
 | 11   | Gastrodon          | 14.89986% | 381657 | 14.900% | 0      |  0.000% | 
 | 12   | Tapu Bulu          | 14.40437% | 368965 | 14.404% | 0      |  0.000% | 
 | 13   | Ninetales-Alola    | 13.42825% | 343962 | 13.428% | 0      |  0.000% | 
 | 14   | Araquanid          | 12.37343% | 316943 | 12.373% | 0      |  0.000% | 
 | 15   | Gigalith           | 11.29089% | 289214 | 11.291% | 0      |  0.000% | 
 | 16   | Pelipper           |  9.14452% | 234235 |  9.145% | 0      |  0.000% | 
 | 17   | Mimikyu            |  9.00269% | 230602 |  9.003% | 0      |  0.000% | 
 | 18   | Gyarados           |  8.99289% | 230351 |  8.993% | 0      |  0.000% | 
 | 19   | Metagross          |  8.94163% | 229038 |  8.942% | 0      |  0.000% | 
 | 20   | Milotic            |  8.17965% | 209520 |  8.180% | 0      |  0.000% | 
 | 21   | Oranguru           |  8.05101% | 206225 |  8.051% | 0      |  0.000% | 
 | 22   | Krookodile         |  7.66643% | 196374 |  7.666% | 0      |  0.000% | 
 | 23   | Salamence          |  7.60049% | 194685 |  7.600% | 0      |  0.000% | 
 | 24   | Snorlax            |  7.22660% | 185108 |  7.227% | 0      |  0.000% | 
 | 25   | Pheromosa          |  6.75769% | 173097 |  6.758% | 0      |  0.000% | 
 | 26   | Torkoal            |  6.36515% | 163042 |  6.365% | 0      |  0.000% | 
 | 27   | Magnezone          |  6.22804% | 159530 |  6.228% | 0      |  0.000% | 
 | 28   | Hariyama           |  6.20110% | 158840 |  6.201% | 0      |  0.000% | 
 | 29   | Raichu-Alola       |  6.18104% | 158326 |  6.181% | 0      |  0.000% | 
 | 30   | Vikavolt           |  6.15956% | 157776 |  6.160% | 0      |  0.000% | 
 | 31   | Nihilego           |  6.04908% | 154946 |  6.049% | 0      |  0.000% | 
 | 32   | Mudsdale           |  5.47231% | 140172 |  5.472% | 0      |  0.000% | 
